foodId,foodName,calories,protein,fat,carbs,category
10174_1367,＜魚類＞さんま皮つき焼き,281,23.3,22.8,0.2,10
10175_1368,＜魚類＞さんま開き干し,232,19.3,19,0.1,10
10176_1369,＜魚類＞さんまみりん干し,382,23.9,25.8,20.4,10
10177_1370,＜魚類＞さんま缶詰味付け,259,18.9,18.9,5.6,10
10178_1371,＜魚類＞さんま缶詰かば焼,219,17.4,13,9.7,10
10179_1372,＜魚類＞しいら生,100,21.3,1.9,0,10
10180_1373,＜魚類＞（ししゃも類）ししゃも生干し生,152,21,8.1,0.2,10
10181_1374,＜魚類＞（ししゃも類）ししゃも生干し焼き,162,24.3,7.8,0.2,10
10182_1375,＜魚類＞（ししゃも類）からふとししゃも生干し生,160,15.6,11.6,0.5,10
10183_1376,＜魚類＞（ししゃも類）からふとししゃも生干し焼き,170,18.2,11.3,0.6,10
10184_1377,＜魚類＞したびらめ生,89,19.2,1.6,0,10
10185_1378,＜魚類＞しまあじ養殖生,153,21.9,8,0.1,10
10186_1379,＜魚類＞しらうお生,70,13.6,2,0.1,10
10187_1380,＜魚類＞シルバー生,138,18.6,7.9,0,10
10188_1381,＜魚類＞すずき生,113,19.8,4.2,0,10
10189_1382,＜魚類＞（たい類）きだい生,100,18.6,3.1,0.2,10
10190_1383,＜魚類＞（たい類）くろだい生,137,20.4,6.7,0.3,10
10191_1384,＜魚類＞（たい類）ちだい生,97,19.4,2.4,0.1,10
10192_1385,＜魚類＞（たい類）まだい天然生,129,20.6,5.8,0.1,10
10193_1386,＜魚類＞（たい類）まだい養殖皮つき生,160,20.9,9.4,0.1,10
10194_1387,＜魚類＞（たい類）まだい養殖皮つき水煮,182,22.2,11.9,0.1,10
10195_1388,＜魚類＞（たい類）まだい養殖皮つき焼き,186,22.7,12,0.1,10
10408_1389,＜魚類＞（たい類）まだい養殖皮なし生,131,21.2,5.9,0.2,10
10196_1390,＜魚類＞たかさご生,93,20.2,1.5,0.1,10
10197_1391,＜魚類＞たかべ生,148,18.7,9,0,10
10198_1392,＜魚類＞たちうお生,238,16.5,20.9,0,10
10199_1393,＜魚類＞（たら類）すけとうだら生,72,17.4,1,0.1,10
10409_1394,＜魚類＞（たら類）すけとうだらフライ,195,19.2,11.9,5.7,10
10200_1395,＜魚類＞（たら類）すけとうだらすり身,98,17.5,0.2,6.6,10
10201_1396,＜魚類＞（たら類）すけとうだらすきみだら,165,40.5,0.3,0.1,10
10202_1397,＜魚類＞（たら類）すけとうだらたらこ生,131,24,4.7,0.4,10
10203_1398,＜魚類＞（たら類）すけとうだらたらこ焼き,158,28.3,6.1,0.5,10
10204_1399,＜魚類＞（たら類）すけとうだらからしめんたいこ,121,21,3.3,3,10
10205_1400,＜魚類＞（たら類）まだら生,72,17.6,0.2,0.1,10
10206_1401,＜魚類＞（たら類）まだら焼き,103,25.2,0.2,0.2,10
10207_1402,＜魚類＞（たら類）まだらしらこ生,60,13.4,0.8,0.2,10
10208_1403,＜魚類＞（たら類）まだら塩だら,61,15.2,0.1,0,10
10209_1404,＜魚類＞（たら類）まだら干しだら,299,73.2,0.8,0.1,10
10210_1405,＜魚類＞（たら類）加工品でんぶ,276,25.5,1.1,41.5,10
10448_1406,＜魚類＞（たら類）加工品桜でんぶ,351,10.6,0.5,80.2,10
10211_1407,＜魚類＞ちか生,82,19.5,0.6,0,10
10213_1408,＜魚類＞どじょう生,72,16.1,1.2,0,10
10214_1409,＜魚類＞どじょう水煮,76,17.1,1.2,0,10
10215_1410,＜魚類＞とびうお生,89,21,0.7,0.1,10
10421_1411,＜魚類＞とびうお煮干し,325,80,2.2,0.1,10
10422_1412,＜魚類＞とびうお焼き干し,309,73.4,3.3,0.1,10
10212_1413,＜魚類＞ナイルティラピア生,124,19.8,5.3,0.2,10
10216_1414,＜魚類＞なまず生,145,18.4,8.6,0,10
10217_1415,＜魚類＞にぎす生,84,18.7,1.2,0.1,10
10218_1416,＜魚類＞にしん生,196,17.4,15.1,0.1,10
10219_1417,＜魚類＞にしん身欠きにしん,224,20.9,16.7,0.2,10
10220_1418,＜魚類＞にしん開き干し,239,18.5,19.7,0.2,10
10221_1419,＜魚類＞にしんくん製,280,23.1,22.1,0,10
10222_1420,＜魚類＞にしんかずのこ生,139,25.2,6.7,0.2,10
10223_1421,＜魚類＞にしんかずのこ乾,358,65.2,13.6,0.5,10
10224_1422,＜魚類＞にしんかずのこ塩蔵水戻し,80,15,3,0.6,10
10225_1423,＜魚類＞はぜ生,78,19.1,0.2,0.1,10
10226_1424,＜魚類＞はぜつくだ煮,277,24.3,3,39.9,10
10227_1425,＜魚類＞はぜ甘露煮,260,21.1,2.2,40.3,10
10228_1426,＜魚類＞はたはた生,101,14.1,5.7,0,10
10229_1427,＜魚類＞はたはた生干し,154,16.7,10.3,0,10
10230_1428,＜魚類＞はまふえふき生,85,20.5,0.3,0.1,10
10231_1429,＜魚類＞はも生,132,22.3,5.3,0,10
10233_1430,＜魚類＞ひらまさ生,128,22.6,4.9,0.1,10
10234_1431,＜魚類＞ひらめ天然生,96,20,2,0,10
10235_1432,＜魚類＞ひらめ養殖皮つき生,115,21.6,3.7,0,10
10410_1433,＜魚類＞ひらめ養殖皮なし生,100,21.2,2.5,0.1,10
10236_1434,＜魚類＞（ふぐ類）とらふぐ養殖生,80,19.3,0.3,0.2,10
10237_1435,＜魚類＞（ふぐ類）まふぐ生,78,18.9,0.4,0,10
10238_1436,＜魚類＞ふな生,93,18.2,2.5,0.1,10
10239_1437,＜魚類＞ふな水煮,104,20.3,2.8,0.1,10
10240_1438,＜魚類＞ふな甘露煮,266,15.5,3.6,44.4,10
10449_1439,＜魚類＞ふなふなずし,181,21.3,7.9,9.2,10
10241_1440,＜魚類＞ぶり成魚生,222,21.4,17.6,0.3,10
10242_1441,＜魚類＞ぶり成魚焼き,260,26.2,20.4,0.3,10
10243_1442,＜魚類＞ぶりはまち養殖皮つき生,217,20.7,17.2,0.3,10
10411_1443,＜魚類＞ぶりはまち養殖皮なし生,180,21,12,0.3,10
10244_1444,＜魚類＞ほうぼう生,110,19.6,4.2,0,10
10245_1445,＜魚類＞ホキ生,78,17,1.3,0,10
10246_1446,＜魚類＞ほっけ生,103,17.3,4.4,0.1,10
10247_1447,＜魚類＞ほっけ塩ほっけ,113,18.1,4.9,0.1,10
10248_1448,＜魚類＞ほっけ開き干し生,161,20.6,9.4,0.1,10
10412_1449,＜魚類＞ほっけ開き干し焼き,179,23.1,10.9,0.2,10
10249_1450,＜魚類＞ぼら生,119,19.2,5,0.1,10
10250_1451,＜魚類＞ぼらからすみ,353,40.4,28.9,0.3,10
10251_1452,＜魚類＞ほんもろこ生,103,17.5,4.1,0.1,10
10252_1453,＜魚類＞（まぐろ類）きはだ生,102,24.3,1,0,10
10253_1454,＜魚類＞（まぐろ類）くろまぐろ天然赤身生,115,26.4,1.4,0.1,10
10254_1455,＜魚類＞（まぐろ類）くろまぐろ天然脂身生,308,20.1,27.5,0.1,10
10450_1456,＜魚類＞（まぐろ類）くろまぐろ養殖赤身生,153,24.8,7.6,0.3,10
10451_1457,＜魚類＞（まぐろ類）くろまぐろ養殖赤身水煮,173,27.2,8.3,0.3,10
10452_1458,＜魚類＞（まぐろ類）くろまぐろ養殖赤身蒸し,187,28,9.9,0.2,10
10453_1459,＜魚類＞（まぐろ類）くろまぐろ養殖赤身電子レンジ調理,191,30.4,8.7,0.3,10
10454_1460,＜魚類＞（まぐろ類）くろまぐろ養殖赤身焼き,202,29,10.6,0.3,10
10455_1461,＜魚類＞（まぐろ類）くろまぐろ養殖赤身ソテー,194,28,10.2,0.3,10
10456_1462,＜魚類＞（まぐろ類）くろまぐろ養殖赤身天ぷら,222,25.1,12.6,3.2,10
10459_1462-1,＜魚類＞（まぐろ類）くろまぐろ養殖脂身生,321,18.6,28.9,0.3,10
10460_1462-2,＜魚類＞（まぐろ類）くろまぐろ養殖脂身水煮,330,21.4,27.1,0.3,10
10461_1462-3,＜魚類＞（まぐろ類）くろまぐろ養殖脂身蒸し,313,21.8,27.3,0.1,10
10462_1462-4,＜魚類＞（まぐろ類）くろまぐろ養殖脂身電子レンジ調理,307,23.1,22.7,0.2,10
10463_1462-5,＜魚類＞（まぐろ類）くろまぐろ養殖脂身焼き,342,23,28.4,0.2,10
10464_1462-6,＜魚類＞（まぐろ類）くろまぐろ養殖脂身ソテー,339,24.3,27.8,0.2,10
10465_1462-7,＜魚類＞（まぐろ類）くろまぐろ養殖脂身天ぷら,345,22,25.4,2.4,10
10255_1463,＜魚類＞（まぐろ類）びんなが生,111,26,0.7,0.2,10
10256_1464,＜魚類＞（まぐろ類）みなみまぐろ赤身生,88,21.6,0.4,0.1,10
10257_1465,＜魚類＞（まぐろ類）みなみまぐろ脂身生,322,20.3,28.3,0.1,10
10258_1466,＜魚類＞（まぐろ類）めじまぐろ生,139,25.2,4.8,0.1,10
10425_1467,＜魚類＞（まぐろ類）めばち赤身生,115,25.4,2.3,0.3,10
10426_1468,＜魚類＞（まぐろ類）めばち脂身生,158,23.9,7.5,0.4,10
10260_1469,＜魚類＞（まぐろ類）缶詰水煮フレークライト,70,16,0.7,0.2,10
10261_1470,＜魚類＞（まぐろ類）缶詰水煮フレークホワイト,96,18.3,2.5,0.4,10
10262_1471,＜魚類＞（まぐろ類）缶詰味付けフレーク,134,19,2.3,9.9,10
10263_1472,＜魚類＞（まぐろ類）缶詰油漬フレークライト,265,17.7,21.7,0.1,10
10264_1473,＜魚類＞（まぐろ類）缶詰油漬フレークホワイト,279,18.8,23.6,0.1,10
10265_1474,＜魚類＞マジェランあいなめ生,243,13.3,22.9,0.1,10
10266_1475,＜魚類＞まながつお生,161,17.1,10.9,0,10
10232_1476,＜魚類＞みなみくろたち生,112,21.7,3,0.1,10
10267_1477,＜魚類＞みなみだら生,68,16.4,0.3,0,10
10268_1478,＜魚類＞むつ生,175,16.7,12.6,0,10
10269_1479,＜魚類＞むつ水煮,161,22.2,8.4,0,10
10270_1480,＜魚類＞めじな生,113,19.4,4.5,0.1,10
10271_1481,＜魚類＞めばる生,100,18.1,3.5,0,10
10272_1482,＜魚類＞メルルーサ生,73,17,0.6,0,10
10273_1483,＜魚類＞やつめうなぎ生,245,15.8,21.8,0.2,10
10274_1484,＜魚類＞やつめうなぎ干しやつめ,449,50.3,31.2,0.5,10
10275_1485,＜魚類＞やまめ養殖生,110,18.4,4.3,0.3,10
10276_1486,＜魚類＞わかさぎ生,71,14.4,1.7,0.1,10
10277_1487,＜魚類＞わかさぎつくだ煮,308,28.7,5.5,38.2,10
10278_1488,＜魚類＞わかさぎあめ煮,301,26.3,5.1,40.4,10
10279_1489,＜貝類＞あかがい生,70,13.5,0.3,3.5,10
10280_1490,＜貝類＞あげまき生,44,8.1,0.6,2,10
10281_1491,＜貝類＞あさり生,29,5.7,0.7,0.4,10
10466_1491-1,＜貝類＞あさり蒸し,32,4.9,0.8,0.4,10
10282_1492,＜貝類＞あさりつくだ煮,218,20.8,2.4,30.1,10
10283_1493,＜貝類＞あさり缶詰水煮,102,20.3,2.2,1.9,10
10284_1494,＜貝類＞あさり缶詰味付け,124,16.6,1.9,11.5,10
10427_1495,＜貝類＞あわびくろあわび生,76,14.3,0.8,3.6,10
10428_1496,＜貝類＞あわびまだかあわび生,74,14.6,0.4,3.3,10
10429_1497,＜貝類＞あわびめがいあわび生,74,12.2,0.3,6.8,10
10286_1498,＜貝類＞あわび干し,257,38,1.6,23.8,10
10287_1499,＜貝類＞あわび塩辛,93,14.8,3.9,1.4,10
10288_1500,＜貝類＞あわび水煮缶詰,85,19.4,0.4,1,10
10289_1501,＜貝類＞いがい生,63,10.3,1.6,3.2,10
10290_1502,＜貝類＞いたやがい養殖生,55,10.8,0.8,1.5,10
10291_1503,＜貝類＞エスカルゴ水煮缶詰,75,16.5,1,0.8,10
10292_1504,＜貝類＞かき養殖生,58,6.9,2.2,4.9,10
10293_1505,＜貝類＞かき養殖水煮,90,9.9,3.6,7.1,10
10430_1506,＜貝類＞かき養殖フライ,256,7.6,11.1,32.9,10
10294_1507,＜貝類＞かきくん製油漬缶詰,294,12.5,22.6,11.2,10
10295_1508,＜貝類＞さざえ生,83,19.4,0.4,0.8,10
10296_1509,＜貝類＞さざえ焼き,91,21.3,0.4,0.9,10
10318_1510,＜貝類＞さるぼう味付け缶詰,131,15.9,2.2,12.9,10
10297_1511,＜貝類＞しじみ生,54,7.5,1.4,4.5,10
10413_1512,＜貝類＞しじみ水煮,95,15.4,2.7,5.5,10
10298_1513,＜貝類＞たいらがい貝柱生,94,21.8,0.2,1.5,10
10299_1514,＜貝類＞たにし生,73,13,1.1,3.6,10
10300_1515,＜貝類＞つぶ生,82,17.8,0.2,2.3,10
10301_1516,＜貝類＞とこぶし生,78,16,0.4,3,10
10303_1517,＜貝類＞とりがい斧足生,81,12.9,0.3,6.9,10
10304_1518,＜貝類＞ばい生,81,16.3,0.6,3.1,10
10305_1519,＜貝類＞ばかがい生,56,10.9,0.5,2.4,10
10306_1520,＜貝類＞（はまぐり類）はまぐり生,35,6.1,0.6,1.8,10
10307_1521,＜貝類＞（はまぐり類）はまぐり水煮,79,14.9,1.5,2.9,10
10308_1522,＜貝類＞（はまぐり類）はまぐり焼き,70,13.3,1,2.8,10
10309_1523,＜貝類＞（はまぐり類）はまぐりつくだ煮,211,27,2.8,21.4,10
10310_1524,＜貝類＞（はまぐり類）ちょうせんはまぐり生,41,6.5,1,2.7,10
10311_1525,＜貝類＞ほたてがい生,66,13.5,0.9,1.5,10
10312_1526,＜貝類＞ほたてがい水煮,89,17.6,1.9,1.9,10
10313_1527,＜貝類＞ほたてがい貝柱生,82,16.9,0.3,3.5,10
10414_1528,＜貝類＞ほたてがい貝柱焼き,123,23.8,0.3,4.6,10
10314_1529,＜貝類＞ほたてがい貝柱煮干し,301,65.7,1.4,7.6,10
10315_1530,＜貝類＞ほたてがい貝柱水煮缶詰,87,19.5,0.6,1.5,10
10316_1531,＜貝類＞ほっきがい生,66,11.1,1.1,3.8,10
10317_1532,＜貝類＞みるがい水管生,77,18.3,0.4,0.3,10
10319_1533,＜えび・かに類＞（えび類）あまえび生,85,19.8,1.5,0.1,10
10467_1533-1,＜えび・かに類＞（えび類）アルゼンチンあかえび生,73,19.1,0.7,0,10
10468_1533-2,＜えび・かに類＞（えび類）アルゼンチンあかえびゆで,95,22.5,1.8,0,10
10469_1533-3,＜えび・かに類＞（えび類）アルゼンチンあかえび焼き,82,21,1.4,0.1,10
10320_1534,＜えび・かに類＞（えび類）いせえび生,86,20.9,0.4,0,10
10321_1535,＜えび・かに類＞（えび類）くるまえび養殖生,90,21.6,0.6,0,10
10322_1536,＜えび・かに類＞（えび類）くるまえび養殖ゆで,116,28.2,0.5,0,10
10323_1537,＜えび・かに類＞（えび類）くるまえび養殖焼き,97,23.5,0.4,0,10
10431_1538,＜えび・かに類＞（えび類）さくらえび生,78,16.6,2,0.1,10
10324_1539,＜えび・かに類＞（えび類）さくらえびゆで,82,18.2,1.5,0,10
10325_1540,＜えび・かに類＞（えび類）さくらえび素干し,286,64.9,4,0.1,10
10326_1541,＜えび・かに類＞（えび類）さくらえび煮干し,252,59.1,2.5,0.1,10
10327_1542,＜えび・かに類＞（えび類）大正えび生,89,21.7,0.3,0.1,10
10328_1543,＜えび・かに類＞（えび類）しばえび生,78,18.7,0.4,0.1,10
10415_1544,＜えび・かに類＞（えび類）バナメイえび養殖生,82,19.6,0.6,0.7,10
10416_1545,＜えび・かに類＞（えび類）バナメイえび養殖天ぷら,194,20,10.3,6.5,10
10329_1546,＜えび・かに類＞（えび類）ブラックタイガー養殖生,77,18.4,0.3,0.3,10
10330_1547,＜えび・かに類＞（えび類）加工品干しえび,213,48.6,2.8,0.3,10
10331_1548,＜えび・かに類＞（えび類）加工品つくだ煮,239,25.9,2.2,30.1,10
10332_1549,＜えび・かに類＞（かに類）がざみ生,61,14.4,0.3,0.3,10
10333_1550,＜えび・かに類＞（かに類）毛がに生,67,15.8,0.5,0.2,10
10334_1551,＜えび・かに類＞（かに類）毛がにゆで,78,18.4,0.5,0.2,10
10335_1552,＜えび・かに類＞（かに類）ずわいがに生,59,13.9,0.4,0.1,10
10336_1553,＜えび・かに類＞（かに類）ずわいがにゆで,65,15,0.6,0.1,10
10337_1554,＜えび・かに類＞（かに類）ずわいがに水煮缶詰,69,16.3,0.4,0.2,10
10338_1555,＜えび・かに類＞（かに類）たらばがに生,56,13,0.9,0.2,10
10339_1556,＜えび・かに類＞（かに類）たらばがにゆで,77,17.5,1.5,0.3,10
10340_1557,＜えび・かに類＞（かに類）たらばがに水煮缶詰,85,20.6,0.3,0.1,10
10341_1558,＜えび・かに類＞（かに類）加工品がん漬,58,8.4,0.4,5.4,10
10342_1559,＜いか・たこ類＞（いか類）あかいか生,81,17.9,1.5,0,10
10343_1560,＜いか・たこ類＞（いか類）けんさきいか生,77,17.5,1,0.1,10
10344_1561,＜いか・たこ類＞（いか類）こういか生,64,14.9,1.3,0.1,10
10345_1562,＜いか・たこ類＞（いか類）するめいか生,76,17.9,0.8,0.1,10
10346_1563,＜いか・たこ類＞（いか類）するめいか水煮,98,21.9,0.9,0.1,10
10347_1564,＜いか・たこ類＞（いか類）するめいか焼き,108,23.6,1,0.1,10
10417_1565,＜いか・たこ類＞（いか類）するめいか胴皮つき生,78,18.6,0.7,0.1,10
10418_1566,＜いか・たこ類＞（いか類）するめいか胴皮なし生,80,18.6,0.6,0.1,10
10419_1567,＜いか・たこ類＞（いか類）するめいか胴皮なし天ぷら,175,16.7,10.8,6.3,10
10470_1567-1,＜いか・たこ類＞（いか類）するめいか胴皮なしフライ,352,24.8,23.4,1.1,10
10420_1568,＜いか・たこ類＞（いか類）するめいか耳・足生,75,16.9,0.9,0,10
10348_1569,＜いか・たこ類＞（いか類）ほたるいか生,74,11.8,3.5,0.2,10
10349_1570,＜いか・たこ類＞（いか類）ほたるいかゆで,91,17.7,2.9,0.4,10
10350_1571,＜いか・たこ類＞（いか類）ほたるいかくん製,305,43.1,7.5,21.3,10
10351_1572,＜いか・たこ類＞（いか類）ほたるいかつくだ煮,245,27,6.7,22.9,10
10352_1573,＜いか・たこ類＞（いか類）やりいか生,79,17.6,1,0.4,10
10353_1574,＜いか・たこ類＞（いか類）加工品するめ,304,69.2,4.3,0.4,10
10354_1575,＜いか・たこ類＞（いか類）加工品さきいか,268,45.5,3.1,17.3,10
10355_1576,＜いか・たこ類＞（いか類）加工品くん製,202,35.2,1.5,12.8,10
10356_1577,＜いか・たこ類＞（いか類）加工品切りいかあめ煮,310,22.7,4.7,46.1,10
10357_1578,＜いか・たこ類＞（いか類）加工品いかあられ,289,20,1.8,49.1,10
10358_1579,＜いか・たこ類＞（いか類）加工品塩辛,114,15.2,3.4,6.5,10
10359_1580,＜いか・たこ類＞（いか類）加工品味付け缶詰,127,21.4,1.8,7.7,10
10360_1581,＜いか・たこ類＞（たこ類）いいだこ生,64,14.6,0.8,0.1,10
10361_1582,＜いか・たこ類＞（たこ類）まだこ皮つき生,70,16.1,0.9,0.2,10
10471_1582-1,＜いか・たこ類＞（たこ類）まだこ皮なし生,88,19,1,0.4,10
10362_1583,＜いか・たこ類＞（たこ類）まだこゆで,91,21.7,0.7,0.1,10
10472_1583-1,＜いか・たこ類＞（たこ類）まだこ蒸しだこ,75,16.8,1.2,0.2,10
10473_1583-2,＜いか・たこ類＞（たこ類）まだこ蒸しだこ油いため,112,22.4,3,0.2,10
10474_1583-3,＜いか・たこ類＞（たこ類）まだこ蒸しだこ素揚げ,131,26,4,0.2,10
10432_1584,＜いか・たこ類＞（たこ類）みずだこ生,61,13.4,0.9,0.1,10
10363_1585,＜その他＞あみつくだ煮,230,19.1,1.8,35.1,10
10364_1586,＜その他＞あみ塩辛,62,12.9,1.1,0.8,10
10365_1587,＜その他＞うに生うに,109,16,4.8,3.3,10
10366_1588,＜その他＞うに粒うに,172,17.2,5.8,15.6,10
10367_1589,＜その他＞うに練りうに,166,13.5,2.9,22.4,10
10368_1590,＜その他＞おきあみ生,84,15,3.2,0.2,10
10369_1591,＜その他＞おきあみゆで,78,13.8,3,0,10
10370_1592,＜その他＞くらげ塩蔵塩抜き,21,5.2,0.1,0,10
10371_1593,＜その他＞しゃこゆで,89,19.2,1.7,0.2,10
10372_1594,＜その他＞なまこ生,22,4.6,0.3,0.5,10
10373_1595,＜その他＞なまここのわた,54,11.4,1.8,0.5,10
10374_1596,＜その他＞ほや生,27,5,0.8,0.8,10
10375_1597,＜その他＞ほや塩辛,69,11.6,1.1,3.8,10
10376_1598,＜水産練り製品＞かに風味かまぼこ,89,12.1,0.5,9.2,10
10423_1599,＜水産練り製品＞黒はんぺん,119,11.2,2.9,13.7,10
10377_1600,＜水産練り製品＞昆布巻きかまぼこ,83,8.9,0.5,11,10
10378_1601,＜水産練り製品＞す巻きかまぼこ,89,12,0.8,8.7,10
10379_1602,＜水産練り製品＞蒸しかまぼこ,93,12,0.9,9.7,10
10380_1603,＜水産練り製品＞焼き抜きかまぼこ,102,16.2,1,7.4,10
10381_1604,＜水産練り製品＞焼き竹輪,107,13.2,0.4,13.3,10
10382_1605,＜水産練り製品＞だて巻,190,14.6,7.5,17.6,10
10383_1606,＜水産練り製品＞つみれ,104,12,4.3,6.5,10
10384_1607,＜水産練り製品＞なると,80,7.6,0.4,11.6,10
10385_1608,＜水産練り製品＞はんぺん,93,9.9,1,11.4,10
10386_1609,＜水産練り製品＞さつま揚げ,116,11.3,2.4,12.6,10
10387_1610,＜水産練り製品＞魚肉ハム,155,13.4,6.7,11.1,10
10388_1611,＜水産練り製品＞魚肉ソーセージ,158,11.5,7.2,12.6,10
11001_1612,＜畜肉類＞いのしし肉脂身つき生,249,18.8,19.8,0.5,11
11002_1613,＜畜肉類＞いのぶた肉脂身つき生,275,18.1,24.1,0.3,11
11003_1614,＜畜肉類＞うさぎ肉赤肉生,131,20.5,6.3,0,11
11004_1615,＜畜肉類＞うし［和牛肉］かた脂身つき生,258,17.7,22.3,0.3,11
11005_1616,＜畜肉類＞うし［和牛肉］かた皮下脂肪なし生,239,18.3,19.8,0.3,11
11006_1617,＜畜肉類＞うし［和牛肉］かた赤肉生,183,20.2,12.2,0.3,11
11007_1618,＜畜肉類＞うし［和牛肉］かた脂身生,692,4,78,0,11
11008_1619,＜畜肉類＞うし［和牛肉］かたロース脂身つき生,380,13.8,37.4,0.2,11
11009_1620,＜畜肉類＞うし［和牛肉］かたロース皮下脂肪なし生,373,14,36.5,0.2,11
11010_1621,＜畜肉類＞うし［和牛肉］かたロース赤肉生,293,16.5,26.1,0.2,11
11011_1622,＜畜肉類＞うし［和牛肉］リブロース脂身つき生,514,9.7,56.5,0.1,11
11249_1623,＜畜肉類＞うし［和牛肉］リブロース脂身つきゆで,539,12.6,58.2,0.1,11
11248_1624,＜畜肉類＞うし［和牛肉］リブロース脂身つき焼き,541,14.6,56.8,0.2,11
11012_1625,＜畜肉類＞うし［和牛肉］リブロース皮下脂肪なし生,502,10.3,54.4,0.1,11
11013_1626,＜畜肉類＞うし［和牛肉］リブロース赤肉生,395,14,40,0.2,11
11014_1627,＜畜肉類＞うし［和牛肉］リブロース脂身生,674,4.2,78,0,11
11015_1628,＜畜肉類＞うし［和牛肉］サーロイン脂身つき生,460,11.7,47.5,0.3,11
11016_1629,＜畜肉類＞うし［和牛肉］サーロイン皮下脂肪なし生,422,12.9,42.5,0.3,11
11017_1630,＜畜肉類＞うし［和牛肉］サーロイン赤肉生,294,17.1,25.8,0.4,11
11018_1631,＜畜肉類＞うし［和牛肉］ばら脂身つき生,472,11,50,0.1,11
11019_1632,＜畜肉類＞うし［和牛肉］もも脂身つき生,235,19.2,18.7,0.5,11
11020_1633,＜畜肉類＞うし［和牛肉］もも皮下脂肪なし生,212,20.2,15.5,0.6,11
11251_1634,＜畜肉類＞うし［和牛肉］もも皮下脂肪なしゆで,302,25.7,23.3,0.2,11
11250_1635,＜畜肉類＞うし［和牛肉］もも皮下脂肪なし焼き,300,27.7,22.7,0.5,11
11021_1636,＜畜肉類＞うし［和牛肉］もも赤肉生,176,21.3,10.7,0.6,11
11022_1637,＜畜肉類＞うし［和牛肉］もも脂身生,664,4.4,75.4,0,11
11023_1638,＜畜肉類＞うし［和牛肉］そともも脂身つき生,244,17.8,20,0.5,11
11024_1639,＜畜肉類＞うし［和牛肉］そともも皮下脂肪なし生,219,18.7,16.6,0.5,11
11025_1640,＜畜肉類＞うし［和牛肉］そともも赤肉生,159,20.7,8.7,0.6,11
11026_1641,＜畜肉類＞うし［和牛肉］ランプ脂身つき生,319,15.1,29.9,0.4,11
11027_1642,＜畜肉類＞うし［和牛肉］ランプ皮下脂肪なし生,293,16,26.4,0.4,11
11028_1643,＜畜肉類＞うし［和牛肉］ランプ赤肉生,196,19.2,13.6,0.5,11
11029_1644,＜畜肉類＞うし［和牛肉］ヒレ赤肉生,207,19.1,15,0.3,11
11030_1645,＜畜肉類＞うし［乳用肥育牛肉］かた脂身つき生,231,17.1,19.8,0.3,11
11309_1646,＜畜肉類＞うし［乳用肥育牛肉］かた脂身つきゆで,298,20.8,23.8,0.1,11
11310_1647,＜畜肉類＞うし［乳用肥育牛肉］かた脂身つき焼き,322,23,25.5,0.2,11
11031_1648,＜畜肉類＞うし［乳用肥育牛肉］かた皮下脂肪なし生,193,17.9,14.9,0.4,11
11032_1649,＜畜肉類＞うし［乳用肥育牛肉］かた赤肉生,138,20.4,6.7,0.2,11
11301_1650,＜畜肉類＞うし［乳用肥育牛肉］かた赤肉ゆで,174,27.9,7.1,1,11
11302_1651,＜畜肉類＞うし［乳用肥育牛肉］かた赤肉焼き,175,26.9,7.7,0.8,11
11033_1652,＜畜肉類＞うし［乳用肥育牛肉］かた脂身生,650,4.5,73.3,0,11
11034_1653,＜畜肉類＞うし［乳用肥育牛肉］かたロース脂身つき生,295,16.2,26.4,0.2,11
11035_1654,＜畜肉類＞うし［乳用肥育牛肉］かたロース皮下脂肪なし生,285,16.5,25.2,0.2,11
11036_1655,＜畜肉類＞うし［乳用肥育牛肉］かたロース赤肉生,196,19.1,13.9,0.2,11
11037_1656,＜畜肉類＞うし［乳用肥育牛肉］リブロース脂身つき生,380,14.1,37.1,0.2,11
11039_1657,＜畜肉類＞うし［乳用肥育牛肉］リブロース脂身つきゆで,428,17.2,43,0.3,11
11038_1658,＜畜肉類＞うし［乳用肥育牛肉］リブロース脂身つき焼き,457,20.4,45,0.3,11
11040_1659,＜畜肉類＞うし［乳用肥育牛肉］リブロース皮下脂肪なし生,351,15,33.4,0.2,11
11041_1660,＜畜肉類＞うし［乳用肥育牛肉］リブロース赤肉生,230,18.8,17.8,0.3,11
11042_1661,＜畜肉類＞うし［乳用肥育牛肉］リブロース脂身生,703,3.7,80.5,0,11
11043_1662,＜畜肉類＞うし［乳用肥育牛肉］サーロイン脂身つき生,313,16.5,27.9,0.4,11
11044_1663,＜畜肉類＞うし［乳用肥育牛肉］サーロイン皮下脂肪なし生,253,18.4,20.2,0.5,11
11045_1664,＜畜肉類＞うし［乳用肥育牛肉］サーロイン赤肉生,167,21.1,9.1,0.6,11
11046_1665,＜畜肉類＞うし［乳用肥育牛肉］ばら脂身つき生,381,12.8,39.4,0.3,11
11252_1666,＜畜肉類＞うし［乳用肥育牛肉］ばら脂身つき焼き,451,15.9,44.2,0.3,11
11047_1667,＜畜肉類＞うし［乳用肥育牛肉］もも脂身つき生,196,19.5,13.3,0.4,11
11048_1668,＜畜肉類＞うし［乳用肥育牛肉］もも皮下脂肪なし生,169,20.5,9.9,0.4,11
11050_1669,＜畜肉類＞うし［乳用肥育牛肉］もも皮下脂肪なしゆで,235,28.4,13.8,0.6,11
